ID	Gene Symbol
merck-AK022137_at	
merck-AK022139_at	
merck-AK022140_at	
merck-AK022141_at	
merck-AK022147_a_at	TBC1D15
merck-AK022150_at	
merck-AK022153_at	
merck-AK022155_at	
merck-AK022157_at	
merck-AK022158_at	
merck-AK022162_at	
merck-AK022164_at	
merck-AK022168_at	
merck-AK022170_at	
merck-AK022171_at	
merck-AK022173_at	
merck-AK022181_at	
merck-AK022182_at	FLJ12120
merck-AK022183_at	
merck-AK022185_at	
merck-AK022186_at	
merck-AK022191_at	
merck-AK022193_at	
merck-AK022197_at	
merck-AK022204_at	
merck-AK022210_at	
merck-AK022223_at	
merck-AK022225_at	
merck-AK022228_at	
merck-AK022232_at	
merck-AK022236_at	
merck-AK022239_at	
merck-AK022245_at	
merck-AK022249_at	
merck-AK022252_at	
merck-AK022255_at	C8orf60
merck-AK022256_at	
merck-AK022257_at	
merck-AK022258_at	
merck-AK022264_at	
merck-AK022265_at	
merck-AK022267_x_at	LOC285359
merck-AK022274_at	
merck-AK022276_at	
merck-AK022282_at	
merck-AK022286_at	
merck-AK022288_at	
merck-AK022294_at	
merck-AK022295_at	
merck-AK022296_at	
merck-AK022298_at	
merck-AK022299_at	
merck-AK022310_at	
merck-AK022313_at	LAMTOR3
merck-AK022320_at	
merck-AK022321_at	
merck-AK022339_at	SARS
merck-AK022341_at	
merck-AK022346_at	
merck-AK022347_at	
merck-AK022350_at	
merck-AK022351_at	
merck-AK022352_at	
merck-AK022354_at	METTL10
merck-AK022357_at	
merck-AK022361_at	
merck-AK022363_at	
merck-AK022370_at	
merck-AK022374_at	
merck-AK022376_at	
merck-AK022377_at	
merck-AK022379_at	
merck-AK022380_x_at	
merck-AK022382_at	
merck-AK022383_at	
merck-AK022384_at	
merck-AK022385_at	
merck-AK022388_at	
merck-AK022390_at	
merck-AK022398_at	
merck-AK022420_at	
merck-AK022422_at	
merck-AK022428_at	
merck-AK022429_at	
merck-AK022430_at	
merck-AK022437_at	C14orf82
merck-AK022438_at	
merck-AK022443_at	
merck-AK022452_at	
merck-AK022461_at	
merck-AK022464_at	
merck-AK022473_at	
merck-AK022474_at	
merck-AK022479_at	
merck-AK022481_at	PIAS4
merck-AK022482_at	
merck-AK022502_a_at	TMEM63A
merck-AK022580_a_at	POT1
merck-AK022619_at	HHLA1
merck-AK022626_a_at	ELP3
merck-AK022645_at	
merck-AK022657_at	ERCC8
merck-AK022664_at	ZNHIT6
merck-AK022678_at	
merck-AK022688_a_at	ADNP2
merck-AK022706_a_at	ZNF649
merck-AK022707_at	LRRN1
merck-AK022734_a_at	KIAA0319L
merck-AK022738_at	
merck-AK022759_a_at	USP42
merck-AK022764_at	LOC728743
merck-AK022771_a_at	TUBD1
merck-AK022777_s_at	IVD
merck-AK022789_at	
merck-AK022796_a_at	IBA57
merck-AK022801_at	
merck-AK022805_at	KLHL9
merck-AK022814_s_at	ZBTB10
merck-AK022815_a_at	RMND5A
merck-AK022839_at	
merck-AK022843_at	LOC100131532
merck-AK022848_at	
merck-AK022857_at	PRTG
merck-AK022867_a_at	G2E3
merck-AK022873_a_at	KIDINS220
merck-AK022877_at	SEMA5A
merck-AK022881_at	RALGAPA2
merck-AK022892_at	
merck-AK022898_at	LOC149351
merck-AK022914_a_at	
merck-AK022932_a_at	RIF1
merck-AK022936_at	
merck-AK022947_at	
merck-AK022963_at	
merck-AK022967_a_at	VPS13A
merck-AK022970_at	DPH3
merck-AK022971_at	
merck-AK022993_at	
merck-AK023012_at	
merck-AK023017_x_at	ZNF835
merck-AK023018_at	
merck-AK023024_at	ALS2
merck-AK023027_at	
merck-AK023033_at	POU6F2-AS2
merck-AK023036_at	LINC00263
merck-AK023038_at	
merck-AK023040_at	LOC100132815
merck-AK023055_a_at	TMEM150C
merck-AK023056_a_at	RFX7
merck-AK023058_at	
merck-AK023074_a_at	OSBPL11
merck-AK023079_at	
merck-AK023096_at	
merck-AK023097_a_at	SSX2IP
merck-AK023115_at	NDUFC1
merck-AK023122_at	
merck-AK023131_at	XPR1
merck-AK023150_at	
merck-AK023153_a_at	FANCF
merck-AK023154_a_at	HN1L
merck-AK023156_at	CCDC103
merck-AK023180_at	PLEKHA8
merck-AK023235_at	EXOG
merck-AK023240_at	UGGT1
merck-AK023251_a_at	LINC00472
merck-AK023254_at	LOC145845
merck-AK023260_a_at	HS2ST1
merck-AK023264_at	LOC100506155
merck-AK023266_s_at	MOB3B
merck-AK023271_a_at	LPCAT2
merck-AK023283_a_at	PRTG
merck-AK023294_at	
merck-AK023296_at	
merck-AK023299_at	
merck-AK023300_s_at	LOC100288570 LOC100507334 LOC440895 LIMS3-LOC440895
merck-AK023302_at	
merck-AK023304_at	LOC100289333
merck-AK023309_at	
merck-AK023318_s_at	MICU1
merck-AK023329_at	PIP4K2A
merck-AK023336_at	
merck-AK023339_at	C8orf38
merck-AK023358_a_at	MAGI1
merck-AK023363_at	
merck-AK023371_at	
merck-AK023373_at	
merck-AK023375_at	
merck-AK023389_a_at	DZIP3
merck-AK023391_a_at	FBXO32
merck-AK023395_at	
merck-AK023396_at	METTL8
merck-AK023400_at	
merck-AK023404_at	
merck-AK023406_a_at	MACF1
merck-AK023407_at	
merck-AK023412_at	
merck-AK023415_a_at	WDFY1
merck-AK023426_a_at	BMPR2
merck-AK023439_s_at	FAM149B1
merck-AK023440_at	
merck-AK023445_at	
merck-AK023464_at	
merck-AK023472_at	CCDC149
merck-AK023477_at	
merck-AK023479_a_at	CNNM2
merck-AK023481_at	
merck-AK023484_at	
merck-AK023489_at	
merck-AK023501_at	NAV2-AS4
merck-AK023508_at	
merck-AK023526_at	
merck-AK023535_at	
merck-AK023536_at	
merck-AK023542_at	
merck-AK023551_at	
merck-AK023556_at	
merck-AK023557_a_at	C1GALT1
merck-AK023559_at	
merck-AK023563_at	
merck-AK023565_at	
merck-AK023567_at	
merck-AK023571_at	
merck-AK023572_at	
merck-AK023584_at	
merck-AK023586_at	SDCCAG8
merck-AK023590_at	
merck-AK023593_at	
merck-AK023598_at	LEPROT
merck-AK023601_at	
merck-AK023613_a_at	KIAA1009
merck-AK023614_at	
merck-AK023616_at	
merck-AK023619_at	
merck-AK023620_at	DCAF10
merck-AK023623_at	GLDN
merck-AK023628_at	LOC100129935
merck-AK023629_at	
merck-AK023631_at	
merck-AK023635_at	LOC90246
merck-AK023640_at	
merck-AK023645_at	CCNT2
merck-AK023647_at	
merck-AK023660_at	LOC100509498
merck-AK023662_at	LINC00475
merck-AK023666_at	ARHGAP42
merck-AK023682_at	
merck-AK023687_at	
merck-AK023688_a_at	BAIAP2
merck-AK023705_at	
merck-AK023718_at	LOC145474
merck-AK023731_at	ST6GALNAC3
merck-AK023733_at	
merck-AK023737_at	
merck-AK023738_at	CEP63
merck-AK023739_at	LOC100507039
merck-AK023748_at	
merck-AK023752_at	
merck-AK023753_at	
merck-AK023756_at	
merck-AK023762_at	SPTBN1
merck-AK023768_at	
merck-AK023769_at	
merck-AK023771_at	
merck-AK023772_s_at	THSD4
merck-AK023773_at	
merck-AK023774_a_at	
merck-AK023781_at	
merck-AK023783_at	
merck-AK023784_at	NKD1
merck-AK023791_at	EXOC6B
merck-AK023793_at	
merck-AK023803_at	
merck-AK023808_a_at	SRCAP
merck-AK023811_at	
merck-AK023812_at	
merck-AK023816_at	
merck-AK023818_at	
merck-AK023819_at	
merck-AK023821_at	MACF1
merck-AK023829_at	
merck-AK023831_at	
merck-AK023835_at	FLJ13773
merck-AK023842_a_at	BAZ2A
merck-AK023846_a_at	DERL1
merck-AK023852_at	
merck-AK023855_at	PAX8
merck-AK023862_at	
merck-AK023870_x_at	
merck-AK023878_x_at	
merck-AK023883_at	
merck-AK023887_at	LOC100507918
merck-AK023888_a_at	MYCBP2
merck-AK023891_at	
merck-AK023895_at	
merck-AK023898_at	
merck-AK023908_at	
merck-AK023912_at	
merck-AK023918_at	
merck-AK023928_at	
merck-AK023939_at	
merck-AK023940_at	
merck-AK023941_at	C11orf2
merck-AK023942_at	
merck-AK023946_at	
merck-AK023947_at	
merck-AK023948_at	PTCSC
merck-AK023952_at	
merck-AK023957_at	
merck-AK023961_at	
merck-AK023967_at	
merck-AK023973_at	H2AFV
merck-AK023999_at	ANKRD33B
merck-AK024021_a_at	C12orf23
merck-AK024035_at	ISY1
merck-AK024042_s_at	GMCL1 GMCL1P1
merck-AK024051_at	LRRC41
merck-AK024060_a_at	DCLRE1B
merck-AK024066_a_at	TMEM206
merck-AK024076_at	
merck-AK024080_a_at	TOP2A
merck-AK024081_at	
merck-AK024099_at	
merck-AK024103_at	FOXO3 FOXO3B
merck-AK024106_at	
merck-AK024111_x_at	HCG11
merck-AK024118_at	
merck-AK024119_at	LOC100505639
merck-AK024121_at	ITPRIPL2
merck-AK024123_at	
merck-AK024135_a_at	
merck-AK024142_at	
merck-AK024147_at	
merck-AK024150_at	
merck-AK024156_at	BMS1P5
merck-AK024157_at	
merck-AK024164_at	
merck-AK024170_at	
merck-AK024171_at	
merck-AK024175_at	
merck-AK024180_at	
merck-AK024186_at	OBSCN
merck-AK024188_at	
merck-AK024198_at	
merck-AK024199_at	KIAA1217
merck-AK024202_s_at	ZFP36L1
merck-AK024207_at	
merck-AK024214_at	
merck-AK024224_at	
merck-AK024225_at	
merck-AK024229_at	KCNJ12
merck-AK024231_at	
merck-AK024234_at	
merck-AK024241_at	
merck-AK024242_at	
merck-AK024246_a_at	TULP3
merck-AK024248_x_at	FLJ14186 LOC100132217
merck-AK024255_at	
merck-AK024257_at	LOC441402
merck-AK024261_at	DIRC3
merck-AK024262_at	
merck-AK024263_at	SLC38A1
merck-AK024279_a_at	WIPI2
merck-AK024295_at	LOC286059
merck-AK024300_at	MGC45800
merck-AK024304_at	
merck-AK024310_x_at	
merck-AK024315_at	
merck-AK024318_a_at	USP46
merck-AK024321_at	
merck-AK024324_a_at	FAM190B
merck-AK024332_at	
merck-AK024333_at	
merck-AK024335_a_at	PNPLA8
merck-AK024336_at	
merck-AK024350_a_at	AMOTL1
merck-AK024355_at	
merck-AK024356_at	SOCS6
merck-AK024359_at	ABCA11P
merck-AK024366_at	
merck-AK024371_at	
merck-AK024373_at	
merck-AK024375_at	
merck-AK024377_at	LOC100505648
merck-AK024380_at	
merck-AK024382_at	
merck-AK024384_at	SETD5
merck-AK024385_at	
merck-AK024389_at	
merck-AK024399_at	TSPAN11
merck-AK024410_at	
merck-AK024440_at	OXCT2
merck-AK024448_s_at	
merck-AK024473_at	SNX29
merck-AK024474_at	UNC13D
merck-AK024483_at	FBXW4P1
merck-AK024507_a_at	GRIP2
merck-AK024509_at	C21orf96
merck-AK024511_at	
merck-AK024516_at	
merck-AK024517_at	
merck-AK024518_at	
merck-AK024522_at	
merck-AK024525_at	
merck-AK024528_at	
merck-AK024534_at	
merck-AK024536_at	
merck-AK024541_a_at	LOC100128751
merck-AK024542_at	
merck-AK024545_s_at	
merck-AK024556_at	SPRY4-IT1
merck-AK024558_at	
merck-AK024559_at	
merck-AK024560_at	
merck-AK024561_at	
merck-AK024564_at	
merck-AK024566_at	
merck-AK024567_at	
merck-AK024576_at	
merck-AK024579_at	
merck-AK024580_at	
merck-AK024582_at	
merck-AK024584_at	
merck-AK024585_at	
merck-AK024588_at	
merck-AK024592_at	
merck-AK024595_at	
merck-AK024600_at	
merck-AK024602_x_at	
merck-AK024612_at	
merck-AK024613_at	
merck-AK024617_at	
merck-AK024623_at	
merck-AK024624_at	
merck-AK024629_at	
merck-AK024634_at	
merck-AK024653_at	LOC254057
merck-AK024662_at	
merck-AK024670_at	GATAD2A
merck-AK024680_at	
merck-AK024681_at	
merck-AK024684_at	
merck-AK024689_at	
merck-AK024690_at	FBXL20
merck-AK024702_a_at	MRPS25
merck-AK024712_at	
merck-AK024736_at	
merck-AK024739_at	C10orf118
merck-AK024763_at	
merck-AK024805_at	
merck-AK024810_a_at	PRPF40A
merck-AK024819_at	
merck-AK024822_a_at	ELAC1
merck-AK024848_a_at	GREM2
merck-AK024850_at	FZD5
merck-AK024851_at	
merck-AK024852_at	
merck-AK024861_at	
merck-AK024864_at	
merck-AK024868_at	
merck-AK024874_at	GTF2H5
merck-AK024876_at	
merck-AK024877_at	
merck-AK024879_at	
merck-AK024883_a_at	GGNBP2
merck-AK024887_at	ITPK1-AS1
merck-AK024898_at	
merck-AK024900_at	
merck-AK024907_at	
merck-AK024909_at	
merck-AK024910_at	
merck-AK024914_at	
merck-AK024915_at	
merck-AK024918_at	
merck-AK024921_at	
merck-AK024924_at	
merck-AK024927_at	
merck-AK024928_at	
merck-AK024931_at	GALNT10
merck-AK024936_at	
merck-AK024938_at	
merck-AK024941_at	DNAJC3
merck-AK024942_at	
merck-AK024946_at	DBT
merck-AK024947_at	
merck-AK024952_at	
merck-AK024956_at	
merck-AK024962_at	
merck-AK024964_a_at	NFIA
merck-AK024968_at	
merck-AK024973_at	
merck-AK024979_a_at	
merck-AK024986_at	PTEN
merck-AK024991_at	JMJD1C
merck-AK024995_a_at	
merck-AK024999_at	
merck-AK025003_at	
merck-AK025004_at	
merck-AK025009_at	
merck-AK025011_at	
merck-AK025015_at	
merck-AK025016_at	
merck-AK025017_at	
merck-AK025022_at	FLJ21369
merck-AK025035_at	
merck-AK025037_at	
merck-AK025038_at	
merck-AK025042_at	
merck-AK025044_at	
merck-AK025045_at	
merck-AK025052_at	
merck-AK025053_at	
merck-AK025054_at	
merck-AK025061_at	FLJ21408
merck-AK025063_s_at	
merck-AK025064_at	
merck-AK025071_at	SPTBN1
merck-AK025072_at	
merck-AK025078_a_at	SLC26A2
merck-AK025081_at	
merck-AK025082_at	
merck-AK025093_at	
merck-AK025097_at	
merck-AK025100_at	SNTB1
merck-AK025101_at	
merck-AK025114_at	
merck-AK025118_at	
merck-AK025126_at	
merck-AK025129_a_at	
merck-AK025137_at	
merck-AK025143_at	
merck-AK025148_at	
merck-AK025151_at	LOC728061
merck-AK025154_at	TOM1L2
merck-AK025166_at	C10orf12
merck-AK025172_x_at	
merck-AK025173_at	
merck-AK025176_a_at	REV1
merck-AK025180_at	
merck-AK025184_x_at	
merck-AK025201_at	NFYA
merck-AK025202_a_at	
merck-AK025209_at	
merck-AK025210_at	
merck-AK025217_at	
merck-AK025221_at	
merck-AK025226_s_at	CLMN
merck-AK025234_at	
merck-AK025238_at	
merck-AK025243_at	
merck-AK025244_a_at	EHF
merck-AK025246_at	
merck-AK025248_at	GUF1
merck-AK025260_a_at	CHMP3 RNF103-CHMP3
merck-AK025271_at	
merck-AK025276_at	
merck-AK025286_at	
merck-AK025288_at	
merck-AK025291_at	
merck-AK025305_at	
merck-AK025310_a_at	C5orf28
merck-AK025311_at	LOC91948
merck-AK025312_at	LOC221272
merck-AK025317_at	
merck-AK025323_at	
merck-AK025325_at	
merck-AK025332_at	
merck-AK025341_at	
merck-AK025343_at	HCRP1
merck-AK025344_at	DCP1A
merck-AK025352_at	
merck-AK025359_at	
merck-AK025360_at	
merck-AK025363_at	
merck-AK025368_a_at	CAMK2D
merck-AK025384_at	
merck-AK025386_at	
merck-AK025388_at	
merck-AK025416_at	UGGT1
merck-AK025422_at	
merck-AK025431_at	RELL1
merck-AK025433_a_at	SPIRE1
merck-AK025451_x_at	
merck-AK025453_a_at	
merck-AK025490_at	POLR3G
merck-AK025495_a_at	SASH1
merck-AK025525_at	VMA21
merck-AK025527_at	INSR
merck-AK025534_at	
merck-AK025546_at	
merck-AK025552_at	
merck-AK025553_a_at	MLL3
merck-AK025564_at	
merck-AK025573_at	
merck-AK025600_a_at	GPATCH8
merck-AK025613_at	STRBP
merck-AK025619_at	LOC100128640
merck-AK025621_at	
merck-AK025627_at	CABLES1
merck-AK025650_at	
merck-AK025659_at	
merck-AK025661_at	LIMS1
merck-AK025665_a_at	PNPLA3
merck-AK025673_at	
merck-AK025697_at	FBXO45
merck-AK025721_at	DDX52
merck-AK025728_a_at	XYLB
merck-AK025731_a_at	
merck-AK025743_at	LOC157860
merck-AK025753_a_at	SSR1
merck-AK025756_a_at	ASXL1
merck-AK025758_at	
merck-AK025763_at	
merck-AK025786_at	
merck-AK025793_at	FOXP1-IT1
merck-AK025797_at	
merck-AK025799_at	
merck-AK025805_a_at	TGOLN2
merck-AK025806_at	
merck-AK025808_s_at	FAM134B
merck-AK025846_at	
merck-AK025887_at	
merck-AK025893_at	
merck-AK025909_s_at	EFNA5
merck-AK025940_a_at	DSCAML1
merck-AK025967_at	LOC100422737
merck-AK025973_a_at	HEMK1
merck-AK025975_at	
merck-AK025989_a_at	USP16
merck-AK025991_a_at	FAM175B
merck-AK026036_at	
merck-AK026078_at	
merck-AK026079_at	
merck-AK026090_at	
merck-AK026098_a_at	CEP41
merck-AK026099_at	CRLS1
merck-AK026101_at	
merck-AK026106_a_at	TLL2
merck-AK026112_at	C16orf53
merck-AK026119_at	
merck-AK026123_s_at	ZBTB43
merck-AK026131_at	SHISA9
merck-AK026138_at	HDLBP
merck-AK026158_at	NIPAL4
merck-AK026168_at	
merck-AK026180_a_at	IQCA1
merck-AK026189_s_at	LINC00340
merck-AK026192_at	
merck-AK026195_at	
merck-AK026206_at	LOC644714
merck-AK026218_at	
merck-AK026219_at	
merck-AK026221_at	
merck-AK026238_s_at	
merck-AK026244_at	GPR107
merck-AK026247_at	
merck-AK026249_at	
merck-AK026259_at	
merck-AK026267_a_at	
merck-AK026269_at	
merck-AK026273_at	
merck-AK026278_a_at	TXNDC15
merck-AK026283_at	PRR5L
merck-AK026284_at	
merck-AK026285_at	
merck-AK026286_at	
merck-AK026295_at	SERINC5
merck-AK026301_a_at	RPS6KA6
merck-AK026322_at	ZDHHC21
merck-AK026328_at	C11orf86
merck-AK026340_at	
merck-AK026351_at	
merck-AK026359_at	LOC100509205
merck-AK026372_at	LOC100134229
merck-AK026384_at	
merck-AK026386_at	
merck-AK026402_at	
merck-AK026403_at	
merck-AK026405_at	
merck-AK026407_at	
merck-AK026413_a_at	SLC13A1
merck-AK026416_at	FLJ22763
merck-AK026418_at	
merck-AK026422_at	
merck-AK026456_at	
merck-AK026459_at	
merck-AK026465_at	
merck-AK026466_at	
merck-AK026467_at	CD22
merck-AK026468_at	
merck-AK026473_a_at	SCAF11
merck-AK026484_s_at	SPTAN1
merck-AK026485_at	
merck-AK026493_at	
merck-AK026494_at	LOC401093
merck-AK026497_at	YY1
merck-AK026502_at	LOC100507637
merck-AK026512_at	LOC100128594
merck-AK026517_at	EHF
merck-AK026523_at	
merck-AK026552_a_at	RPGRIP1L
merck-AK026568_x_at	RPL10
merck-AK026591_a_at	SH3D21
merck-AK026601_at	
merck-AK026611_a_at	SOAT1
merck-AK026627_a_at	ZNF346
merck-AK026647_s_at	ITPRIPL2
merck-AK026653_at	DNAL1
merck-AK026658_at	NF1
merck-AK026659_at	
merck-AK026670_a_at	METTL4
merck-AK026675_at	
merck-AK026682_at	
merck-AK026683_a_at	SGMS1
merck-AK026687_at	SSR1
merck-AK026691_a_at	GUSBP4
merck-AK026694_at	
merck-AK026701_at	
merck-AK026703_at	
merck-AK026706_at	
merck-AK026713_at	
merck-AK026718_at	
merck-AK026722_at	
merck-AK026731_at	
merck-AK026734_at	
merck-AK026743_at	
merck-AK026750_at	
merck-AK026761_at	
merck-AK026764_at	
merck-AK026768_at	DPY19L1P1
merck-AK026778_at	
merck-AK026784_at	
merck-AK026787_at	
merck-AK026792_at	
merck-AK026805_at	FLJ23152
merck-AK026808_at	HERC4
merck-AK026812_x_at	LOC91548
merck-AK026816_at	
merck-AK026818_at	
merck-AK026820_at	
merck-AK026824_s_at	
merck-AK026825_x_at	TMEM212
merck-AK026847_at	
merck-AK026853_at	
merck-AK026856_at	
merck-AK026861_at	
merck-AK026868_at	
merck-AK026877_at	
merck-AK026878_at	
merck-AK026881_at	FGD6
merck-AK026893_at	
merck-AK026895_at	PSIP1
merck-AK026896_at	
merck-AK026914_at	
merck-AK026915_at	
merck-AK026922_at	CCNYL1
merck-AK026933_a_at	EIF5
merck-AK026936_a_at	PLAGL2
merck-AK026947_at	PDPK1
merck-AK026962_a_at	ERMP1
merck-AK026969_a_at	CDC73
merck-AK026970_a_at	STX16
merck-AK026976_at	NOL9
merck-AK026979_at	YIPF6
merck-AK027003_a_at	GTF2H1
merck-AK027015_s_at	MTSS1
merck-AK027016_at	
merck-AK027019_at	ZNF697
merck-AK027021_a_at	GIGYF2
merck-AK027027_at	
merck-AK027037_at	
merck-AK027041_at	FITM2
merck-AK027045_at	ZBTB3
merck-AK027054_a_at	NIN
merck-AK027107_at	
merck-AK027125_at	LOC729852
merck-AK027139_at	
merck-AK027142_s_at	BAIAP2L1
merck-AK027150_at	
merck-AK027161_at	
merck-AK027172_at	RNH1 FLJ23519
merck-AK027174_at	
merck-AK027183_at	
merck-AK027193_at	
merck-AK027195_at	
merck-AK027199_at	
merck-AK027201_a_at	ARSJ
merck-AK027209_at	
merck-AK027219_at	
merck-AK027233_at	ANKUB1
merck-AK027238_at	
merck-AK027246_at	SC5DL
merck-AK027248_at	SAP30L
merck-AK027254_at	
merck-AK027256_at	
merck-AK027257_at	
merck-AK027270_at	
merck-AK027274_at	MARCKS
merck-AK027278_at	RHOJ
merck-AK027311_at	
merck-AK027318_a_at	C1orf63
merck-AK027325_at	ZNF670
merck-AK027336_at	
merck-AK027340_at	LOC401320
merck-AK027341_s_at	TNRC18
merck-AK027364_at	
merck-AK027368_at	
merck-AK027380_at	
merck-AK027388_at	
merck-AK027399_s_at	ZFYVE1
merck-AK027470_a_at	AFAP1L2
merck-AK027477_at	
merck-AK027512_s_at	TMED7
merck-AK027515_at	TSPAN18
merck-AK027541_at	
merck-AK027543_a_at	KCTD10
merck-AK027544_a_at	LONP2
merck-AK027549_a_at	RSPRY1
merck-AK027553_a_at	NFASC
merck-AK027554_a_at	FAM48A
merck-AK027578_at	LOC153469
merck-AK027585_a_at	PRKD3
merck-AK027598_a_at	ATP10D
merck-AK027633_a_at	
merck-AK027667_at	
merck-AK027703_a_at	TUBGCP4
merck-AK027726_s_at	SLC35B4
merck-AK027757_a_at	TMEM43
merck-AK027759_a_at	PNISR
merck-AK027761_a_at	ZNF502
merck-AK027763_a_at	ATG4B
merck-AK027764_at	
merck-AK027772_a_at	
merck-AK027787_a_at	SLC25A32
merck-AK027795_at	
merck-AK027798_at	
merck-AK027821_a_at	TSEN2
merck-AK027823_a_at	SERAC1
merck-AK027844_a_at	CCDC47
merck-AK027846_a_at	ITSN1
merck-AK027848_at	
merck-AK027859_s_at	CENPO
merck-AK027869_a_at	NOTCH2
merck-AK027883_at	FOXK1
merck-AK054562_at	
merck-AK054568_s_at	RIOK1
merck-AK054569_at	
merck-AK054573_at	PPM1D
merck-AK054575_at	
merck-AK054577_a_at	MAP4
merck-AK054578_s_at	
merck-AK054585_a_at	DSCC1
merck-AK054589_at	
merck-AK054601_at	
merck-AK054604_a_at	TBX3
merck-AK054607_s_at	
merck-AK054628_at	LOC100131551
merck-AK054637_at	LOC149773
merck-AK054638_at	
merck-AK054652_at	
merck-AK054653_at	LOC153577
merck-AK054661_a_at	PCDH9
merck-AK054663_a_at	LRP1B
merck-AK054690_at	FREM1
merck-AK054695_at	LAS1L
merck-AK054698_at	KIAA0664L3
merck-AK054714_s_at	CCDC163P
merck-AK054720_a_at	FAM107A
merck-AK054733_at	
merck-AK054741_at	
merck-AK054746_at	
merck-AK054752_at	
merck-AK054753_at	
merck-AK054755_at	
merck-AK054756_at	
merck-AK054759_at	
merck-AK054772_at	
merck-AK054776_at	
merck-AK054784_at	
merck-AK054787_s_at	NFKBIZ
merck-AK054801_at	BRAF
merck-AK054806_at	
merck-AK054814_s_at	IL6ST MEIS3P1
merck-AK054819_s_at	
merck-AK054822_at	
merck-AK054824_at	
merck-AK054829_at	
merck-AK054845_s_at	LOC100506622
merck-AK054848_at	
merck-AK054849_at	
merck-AK054860_at	XIST
merck-AK054863_s_at	ABI2
merck-AK054869_at	LOC100289650
merck-AK054870_at	
merck-AK054877_a_at	ZNF320
merck-AK054881_a_at	CALB1
merck-AK054890_at	ABLIM1
merck-AK054892_at	
merck-AK054895_at	
merck-AK054908_at	
merck-AK054910_at	
merck-AK054922_at	
merck-AK054931_at	LOC254559
merck-AK054933_at	
merck-AK054939_at	ST8SIA3
merck-AK054946_at	LOC100129447
merck-AK054953_at	LOC200830
merck-AK054959_at	
merck-AK054971_at	
merck-AK054973_at	
merck-AK054979_at	
merck-AK054980_x_at	
merck-AK054983_at	LOC100506388
merck-AK054989_at	
merck-AK054990_s_at	LOC440905
merck-AK055005_at	
merck-AK055006_at	LOC100507397
merck-AK055007_at	
merck-AK055008_at	
merck-AK055012_at	LOC100129213
merck-AK055014_at	
merck-AK055016_at	LOC151475
merck-AK055021_at	
merck-AK055022_s_at	
merck-AK055023_at	LOC219690
merck-AK055036_at	
merck-AK055040_at	
merck-AK055048_at	
merck-AK055055_at	
merck-AK055072_a_at	ZNF2
merck-AK055082_at	
merck-AK055084_at	
merck-AK055095_at	
merck-AK055100_at	
merck-AK055101_at	C6orf168
merck-AK055118_at	
merck-AK055121_s_at	FBXO41
merck-AK055132_a_at	C1QTNF5 MFRP
merck-AK055138_a_at	DNAH5
merck-AK055143_s_at	
merck-AK055149_s_at	TET2
merck-AK055150_at	LOC100131060
merck-AK055151_at	
merck-AK055155_x_at	
merck-AK055164_at	
merck-AK055171_at	EXOSC10
merck-AK055172_a_at	DLG5
merck-AK055173_at	LOC158434
merck-AK055176_s_at	FANCI
merck-AK055180_at	
merck-AK055186_at	
merck-AK055194_at	
merck-AK055212_at	
merck-AK055215_at	
merck-AK055223_at	COMMD2
merck-AK055229_at	GPR12
merck-AK055231_at	
merck-AK055236_s_at	
merck-AK055244_s_at	LOC284244
merck-AK055245_at	
merck-AK055248_a_at	B3GAT2
merck-AK055250_at	
merck-AK055252_s_at	
merck-AK055258_at	LCORL
merck-AK055260_at	LOC644050
merck-AK055261_at	CTTNBP2NL
merck-AK055264_x_at	
merck-AK055271_at	
merck-AK055272_at	LOC100506183
merck-AK055277_a_at	ELOVL4
merck-AK055280_at	
merck-AK055284_s_at	
merck-AK055294_at	SHROOM3
merck-AK055297_at	
merck-AK055299_s_at	PIN4 LOC728758
merck-AK055302_at	CSRNP3
merck-AK055305_a_at	KRIT1
merck-AK055324_at	
merck-AK055333_s_at	WBP1 INO80B-WBP1
merck-AK055335_at	
merck-AK055340_at	
merck-AK055342_at	LOC146880
merck-AK055361_at	
merck-AK055364_at	
merck-AK055369_at	
merck-AK055400_s_at	FLJ30838
merck-AK055403_s_at	OPTN
merck-AK055411_at	LOC400662
merck-AK055415_at	
merck-AK055418_at	
merck-AK055419_at	
merck-AK055423_s_at	
merck-AK055432_at	
merck-AK055437_at	
merck-AK055438_at	
merck-AK055439_s_at	
merck-AK055444_at	
merck-AK055454_at	
merck-AK055458_at	
merck-AK055468_at	STX3
merck-AK055482_at	
merck-AK055485_at	
merck-AK055503_at	LOC401242
merck-AK055510_at	
merck-AK055518_at	LOC152742
merck-AK055524_at	
merck-AK055527_at	
merck-AK055528_at	LINC00501
merck-AK055529_at	LOC100505564
merck-AK055547_at	LOC100131193
merck-AK055548_a_at	SLC2A10
merck-AK055550_at	
merck-AK055562_at	
merck-AK055563_at	AKNA
merck-AK055572_at	
merck-AK055573_a_at	TBC1D20
merck-AK055579_a_at	FOSL2
merck-AK055584_at	
merck-AK055585_at	
merck-AK055600_a_at	IDS
merck-AK055601_s_at	
merck-AK055603_at	ZNF84
merck-AK055619_at	
merck-AK055620_at	HOOK3
merck-AK055621_at	
merck-AK055628_at	
merck-AK055629_a_at	NUP107
merck-AK055631_at	
merck-AK055641_at	CBX5
merck-AK055647_at	
merck-AK055650_at	
merck-AK055651_s_at	ZNF286A ZNF286B
merck-AK055652_at	CCDC50
